"","Job_Title","Company","Location","Links"
"52","AI Engineer","Delta","Atlanta, GA","/rc/clk?jk=4e75fdeea9fa2e4c&fccid=3f721eb1d31080a6&vjs=3"
"53","Azure Data Scientist","Avanade","Atlanta, GA","/rc/clk?jk=1d716bae7624b068&fccid=5386281035076fdf&vjs=3"
"54","Specialist Sr. Associate - ML Pipelines for AI Data Scientist","Brilliant Infotech","Atlanta, GA 30308 (Downtown area)","/company/Brilliant-Infotech-Inc./jobs/Specialist-Senior-Associate-18f52c2d006da285?fccid=f7e3a741e5126bf9&vjs=3"
"55","Lead Data Scientist","New Relic","Atlanta, GA 30301 (Buckhead area)","/rc/clk?jk=dc7fb87772072b2b&fccid=ade8cd847c0482cd&vjs=3"
"56","Chatbot Engineer","Pearson","Atlanta, GA","/rc/clk?jk=1dccf9f4b0045d1e&fccid=915b1c0ee87e5e8a&vjs=3"
"57","Decision Scientist II","Truist Financial","Atlanta, GA 30309 (Midtown area)","/rc/clk?jk=2cb17f118ff23c5f&fccid=035229327af06091&vjs=3"
"58","Senior Data Scientist","Verusen","Atlanta, GA 30308 (Midtown area)","/rc/clk?jk=7532d435ba081f84&fccid=4533445e9bf66d49&vjs=3"
"59","Data Analytics Intern I- Undergrad","Anthem","Atlanta, GA","/rc/clk?jk=47943f8593218b75&fccid=2a4da7fa99f4b9ae&vjs=3"
"60","Data Scientist","CyberCoders","Atlanta, GA 30314 (West End area)","/pagead/clk?mo=r&ad=-6NYlbfkN0CpFJQzrgRR8WqXWK1qKKEqALWJw739KlKqr2H-MSI4eh4ZOxqVaUrhNSyjVEAq5t7-vETuUbdzbJlm5eQ4RRKD2zxbzez-CHhR8-of4Y9k1knIj9TiL5IJt3YsI4RboL_rHEaPGjrIQzkexIUacDIDtHAVPKGuMwp9O603a8jH4b00EbvcScRr09-0GO6K06QcjZOIlBot9Y1CgighgojSAB9qbYiQ6AkV4LPHeDyWoE71DpePi1QN5Gw3u1WbJ0VBO1ZTeMsySfI7N0X1DZwS9XY_yM4nJDJKjc263KpZZEfHNemSD5TDblGC2qlNmgUDIdI1ct0VGEM12qsKIsynSDSTJDULiclLpcBxZ21txaW1ZMG--CpRqF1Ib05WBK3LaGYQedAhmz414nv7HWHVzBSrIQftikkhifBbmnKi76ZpW-cYKvy7XHsm6Y2EohRieOulc-b3iKjcxlQGtG8DfrHxLNalxN5YYeKF0bxAogcN_x5GVnGbGddUgs6QFipS5aRe3nHAwq6Ws-Q6o-Kq0m1xX9VWjpVw1NsP9sKKdt68O1NvX2VLa7mngsLITmbyh4h6i7U1VAlMHmo5oI_0PikE_vDfwbQa85TEgUras8UGdXJHecjjfy_b0qdS5ycfbKdT9ISRpoY_SGqu5ucZCrYpXycE79SFya9qzTE-gSt_30aciTGACgL8iCVz5dKwSZpcu40-Zq4AS5rPXh3Kjj1vsK9AVhmOh1CdeqM7oxa2WBAHqF38LbkacP1cKa4pR0ddJXrRnbFVZRsIRsTQq73paJVPHNXfvcxH9q5S4_7PKD3kJ0ovUESSfSJJnIj_qqJlfSs5qvY0NlFPnHSJ34C3rCd5J48_NrfGRXXQlvz1PwLICcTvL94DeODtLehbEZ72Xi1AIlpVTDXimBCue7X9VF1mozPdbzXSYZyIobWFjzp1i44fmscnPyJb0wyxW_xwNyB6xw==&p=13&fvj=0&vjs=3"
"61","Early Careers | Financial Modeling & Research | Atlanta","Goldman Sachs","Atlanta, GA 30326 (North Buckhead area)","/rc/clk?jk=3ae9ee46fbd15ab2&fccid=16a97ed26c75bf2d&vjs=3"
